Diferença,Vitória melhor Elo,Vitória pior Elo,Empate,Elo igual,Total de jogos,Vitória melhor Elo (%),Vitória pior Elo (%),Elo igual (%),Empate (%)
16.340000000000146,1.0,0.0,1.0,0.0,2.0,50.0,0.0,0.0,50.0
10.9699999999998,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
67.02999999999997,1.0,0.0,1.0,0.0,2.0,50.0,0.0,0.0,50.0
145.3499999999999,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
21.210000000000036,2.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
10.309999999999945,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
14.830000000000155,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
8.569999999999936,2.0,1.0,2.0,0.0,5.0,40.0,20.0,0.0,40.0
51.799999999999955,1.0,0.0,1.0,0.0,2.0,50.0,0.0,0.0,50.0
31.819999999999936,2.0,0.0,1.0,0.0,3.0,66.66666666666666,0.0,0.0,33.33333333333333
8.809999999999945,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,100.0
75.25,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
50.940000000000055,2.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
17.559999999999945,1.0,1.0,0.0,0.0,2.0,50.0,50.0,0.0,0.0
18.399999999999864,1.0,0.0,1.0,0.0,2.0,50.0,0.0,0.0,50.0
34.8900000000001,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
43.22000000000003,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
19.160000000000082,4.0,1.0,1.0,0.0,6.0,66.66666666666666,16.666666666666664,0.0,16.666666666666664
54.44999999999982,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
41.100000000000136,1.0,1.0,0.0,0.0,2.0,50.0,50.0,0.0,0.0
63.190000000000055,1.0,0.0,1.0,0.0,2.0,50.0,0.0,0.0,50.0
3.3199999999999363,2.0,1.0,1.0,0.0,4.0,50.0,25.0,0.0,25.0
105.72999999999979,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
7.580000000000155,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
46.8900000000001,1.0,1.0,1.0,0.0,3.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333
149.33000000000015,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
19.190000000000055,2.0,1.0,1.0,0.0,4.0,50.0,25.0,0.0,25.0
65.83999999999992,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
36.049999999999955,1.0,1.0,1.0,0.0,3.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333
23.179999999999836,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
20.799999999999955,0.0,1.0,2.0,0.0,3.0,0.0,33.33333333333333,0.0,66.66666666666666
171.04999999999995,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
23.720000000000027,1.0,0.0,3.0,0.0,4.0,25.0,0.0,0.0,75.0
22.38000000000011,1.0,2.0,1.0,0.0,4.0,25.0,50.0,0.0,25.0
47.0,1.0,1.0,1.0,0.0,3.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333
69.98000000000002,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
6.5499999999999545,0.0,1.0,1.0,0.0,2.0,0.0,50.0,0.0,50.0
35.799999999999955,1.0,2.0,0.0,0.0,3.0,33.33333333333333,66.66666666666666,0.0,0.0
33.850000000000136,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
17.180000000000064,0.0,1.0,1.0,0.0,2.0,0.0,50.0,0.0,50.0
23.529999999999973,1.0,1.0,1.0,0.0,3.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333
5.0499999999999545,2.0,3.0,1.0,0.0,6.0,33.33333333333333,50.0,0.0,16.666666666666664
134.83000000000015,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
20.059999999999945,0.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0
75.12999999999988,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
15.86999999999989,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
54.50999999999999,2.0,1.0,0.0,0.0,3.0,66.66666666666666,33.33333333333333,0.0,0.0
48.8599999999999,1.0,1.0,0.0,0.0,2.0,50.0,50.0,0.0,0.0
22.62000000000012,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
39.65000000000009,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
14.349999999999909,1.0,1.0,1.0,0.0,3.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333
58.49000000000001,0.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0
24.220000000000027,2.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
4.089999999999918,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,100.0
30.100000000000136,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,100.0
8.590000000000146,0.0,2.0,1.0,0.0,3.0,0.0,66.66666666666666,0.0,33.33333333333333
91.69999999999982,2.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
15.910000000000082,0.0,1.0,1.0,0.0,2.0,0.0,50.0,0.0,50.0
36.38000000000011,1.0,1.0,0.0,0.0,2.0,50.0,50.0,0.0,0.0
22.049999999999955,0.0,1.0,3.0,0.0,4.0,0.0,25.0,0.0,75.0
8.150000000000091,2.0,1.0,0.0,0.0,3.0,66.66666666666666,33.33333333333333,0.0,0.0
